CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,display_phone,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,INSPECTION TYPE,Latitude,Longitude,#_of_inspections,count_range,name,price,rating,review_count,transactions,neighborhood,categories_clean,latitude,longitude,address,city,zip_code,state,delivery,pickup,restaurant_reservation,asianfusion,bagels,bakeries,barbers,bars,chinese,comedyclubs,comfortfood,convenience,pizza,poke,seafood,seafoodmarkets,shanghainese,taiwanese,thai,tea,teppanyaki,ramen
41525442,FLEX MUSSELS,Manhattan,154,WEST   13 STREET,10011,(212) 229-0222,Seafood,9/11/2019,Violations were cited in the following area(s).,Y,10,A,9/11/2019,Cycle Inspection / Initial Inspection,40.73729636,-73.99886694,8,10-Jun,Flex Mussels,$$,4,904,"['pickup', 'delivery']",Greenwich Village,"['seafood', 'bars']",40.737437,-73.999661,154 W 13th St,New York,10011,NY,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50075788,FLIGHT 151,Manhattan,151,8TH AVE,10011,(212) 229-1868,American,12/12/2019,Violations were cited in the following area(s).,N,14,B,12/12/2019,Cycle Inspection / Re-inspection,40.74195697,-74.00092745,48,31+,Flight 151,$$,3.5,253,"['delivery', 'pickup']",Chelsea,"['pubs', 'sportsbars', 'newamerican']",40.7421099,-74.00118,151 8th Ave,New York,10011,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50062617,FLIP 'N TOSS,Manhattan,82,CHRISTOPHER STREET,10014,(212) 645-0904,American,6/5/2019,Violations were cited in the following area(s).,Y,13,A,6/5/2019,Cycle Inspection / Initial Inspection,40.73345912,-74.00376343,8,10-Jun,Flip'n Toss,$$,4,178,"['delivery', 'pickup']",Greenwich Village,"['newamerican', 'burgers']",40.73341,-74.00364,82 Christopher St,New York,10014,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41559459,FLOR DE BROADWAY RESTAURANT,Manhattan,3395,BROADWAY,10031,(212) 281-1556,Latin,11/8/2019,Violations were cited in the following area(s).,Y,12,A,11/8/2019,Cycle Inspection / Re-inspection,40.82182274,-73.95382114,28,21-30,Flor de Broadway,$,3.5,101,"['delivery', 'pickup']",Harlem,"['sandwiches', 'dominican', 'coffee']",40.82189,-73.9541,3395 Broadway,New York,10031,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41559459,FLOR DE BROADWAY RESTAURANT,Manhattan,3395,BROADWAY,10031,(212) 281-1556,Latin,11/8/2019,Violations were cited in the following area(s).,Y,12,A,11/8/2019,Cycle Inspection / Re-inspection,40.82182274,-73.95382114,28,21-30,Floridita Restaurant,$$,2.5,14,[],Morningside Heights,"['tradamerican', 'breakfast_brunch']",40.8237247,-73.9527197,3451 Broadway,New York,10031,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41445602,FLOR DE MAYO,Manhattan,484,AMSTERDAM AVENUE,10024,(212) 787-3388,Latin,6/13/2019,Violations were cited in the following area(s).,N,12,A,6/13/2019,Cycle Inspection / Re-inspection,40.78593652,-73.97630014,28,21-30,Flor De Mayo,$$,4,1000,['delivery'],Midtown West,"['chinese', 'cuban', 'peruvian']",40.78609,-73.97658,484 Amsterdam Ave,New York,10024,NY,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40961653,FLOR DE MAYO RESTAURANT,Manhattan,2651,BROADWAY,10025,(212) 663-5520,Chinese/Cuban,12/18/2019,Violations were cited in the following area(s).,Y,27,B,12/18/2019,Cycle Inspection / Re-inspection,40.79758093,-73.96965394,40,31+,Flor de Mayo,$$,4,575,"['delivery', 'pickup']",Midtown West,"['chinese', 'peruvian', 'cuban']",40.797859,-73.969948,2651 Broadway,New York,10025,NY,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41698723,FLORIDITA RESTAURANT,Manhattan,2276,12 AVENUE,10027,(212) 662-0090,Latin,11/12/2019,Violations were cited in the following area(s).,Y,27,B,11/12/2019,Cycle Inspection / Re-inspection,40.81779058,-73.96085097,46,31+,Harlem's Floridita,$$,3.5,218,"['delivery', 'pickup']",East Harlem,"['cuban', 'bars']",40.81800461,-73.96096802,2276 12th Ave,New York,10027,NY,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41004674,FLORIDITA RESTAURANT UPTOWN,Manhattan,4162,BROADWAY,10033,(212) 928-0653,Latin,12/11/2019,Violations were cited in the following area(s).,Y,7,A,12/11/2019,Cycle Inspection / Initial Inspection,40.847056,-73.93817461,22,21-30,El Floridita,$,3.5,114,"['delivery', 'pickup']",Harlem,['cuban'],40.84711717,-73.93783271,4162 Broadway,New York,10033,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50004133,FOGO DE CHAO,Manhattan,40,WEST   53 STREET,10019,(212) 969-9980,Brazilian,5/20/2019,Violations were cited in the following area(s).,Y,10,A,5/20/2019,Cycle Inspection / Initial Inspection,40.76130542,-73.97798749,10,10-Jun,Fogo de Chao Brazilian Steakhouse,$$$,4,1000,[],Midtown West,"['brazilian', 'steak']",40.7610765,-73.9777711,40 W 53rd St,New York,10019,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50046879,FOLLIA,Manhattan,179,3 AVENUE,10003,(212) 477-4100,Italian,2/28/2020,Violations were cited in the following area(s).,Y,13,A,2/28/2020,Cycle Inspection / Initial Inspection,40.7349652,-73.98594544,8,10-Jun,Follia NYC,$$,4,177,"['pickup', 'delivery']",Greenwich Village,"['wine_bars', 'italian', 'pizza']",40.73492432,-73.98558807,179 3rd Ave,New York,10003,NY,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50010297,FONDA OF CHELSEA,Manhattan,189,9 AVENUE,10011,(917) 525-5252,Mexican,6/14/2019,Violations were cited in the following area(s).,N,11,A,6/14/2019,Cycle Inspection / Initial Inspection,40.74554436,-74.00202461,14,20-Nov,Fonda Chelsea,$$,3.5,340,"['delivery', 'pickup']",Garment District,['mexican'],40.74551859,-74.00218488,189 9th Ave,New York,10011,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50064277,FOOD KING CHINESE RESTAURANT,Manhattan,694,10 AVENUE,10019,(212) 307-6701,Chinese,7/12/2019,Violations were cited in the following area(s).,N,9,A,7/12/2019,Cycle Inspection / Initial Inspection,40.76368974,-73.99249497,20,20-Nov,New Food King,$,3.5,63,[],Garment District,['chinese'],40.76366,-73.99217,694 10th Ave,New York,10036,NY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50093896,FOOD STATION,Manhattan,244,CANAL STREET,10013,(646) 609-2115,Chinese,9/23/2019,Violations were cited in the following area(s).,N,24,B,9/23/2019,Pre-permit (Operational) / Re-inspection,40.71818181,-74.00021284,10,10-Jun,Food Station,$$,3.5,35,"['pickup', 'delivery']",Little Italy,['chinese'],40.71802,-74.00038,244 Canal St,New York,10013,NY,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50010285,FOOLS GOLD,Manhattan,145,EAST HOUSTON STREET,10002,(212) 673-2337,American,2/24/2020,Establishment re-opened by DOHMH,N,2,Z,2/24/2020,Cycle Inspection / Reopening Inspection,40.72324819,-73.98970356,29,21-30,Fools Gold NYC,$$,4,315,"['delivery', 'pickup']",Chinatown,"['cocktailbars', 'breakfast_brunch', 'newamerican']",40.7231079,-73.9897536,145 E Houston St,New York,10002,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50033952,FOREVER TASTE RESTAURANT,Manhattan,27,RUTGERS STREET,10002,(646) 288-8434,Chinese,12/3/2019,Violations were cited in the following area(s).,Y,9,A,12/3/2019,Cycle Inspection / Re-inspection,40.71285378,-73.99000457,24,21-30,Forever Taste,$,4,38,[],Chinatown,['chinese'],40.71294,-73.98979,27 Rutgers St,New York,10002,NY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41665625,FORGTMENOT,Manhattan,138,DIVISION STREET,10002,(646) 707-3195,American,3/2/2020,Violations were cited in the following area(s).,Y,9,A,3/2/2020,Cycle Inspection / Initial Inspection,40.71446234,-73.99157708,17,20-Nov,Forgtmenot,$$,4,179,"['delivery', 'pickup']",Little Italy,"['bars', 'tradamerican']",40.71449887,-73.99155594,138 Division St,New York,10002,NY,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40365098,FORLINIS RESTAURANT,Manhattan,93,BAXTER STREET,10013,(212) 349-6779,Italian,1/6/2020,Violations were cited in the following area(s).,Y,13,A,1/6/2020,Cycle Inspection / Re-inspection,40.71701803,-73.99962483,41,31+,Forlini's Restaurant,$$$,4.5,446,[],Little Italy,"['italian', 'bars']",40.71695,-73.99957,93 Baxter St,New York,10013,NY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50015341,FORMERLY CROWS,Manhattan,85,WASHINGTON PLACE,10011,(212) 361-0077,American,2/10/2020,Violations were cited in the following area(s).,N,18,Z,TBD,Cycle Inspection / Initial Inspection,40.73202641,-73.9999134,46,31+,Formerly Crow's,$$,4,72,[],Greenwich Village,"['newamerican', 'pubs', 'poolhalls']",40.7322,-74.00003,85 Washington Pl,New York,10011,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50052617,FOUR SEASONS HOTEL BANQUET KITCHEN,Manhattan,27,BARCLAY STREET,10007,(646) 880-1999,American,3/25/2019,Violations were cited in the following area(s).,N,2,A,3/25/2019,Cycle Inspection / Initial Inspection,40.71242019,-74.00901062,3,5-Feb,Wolfgang Puck,$$$$,3.5,69,[],Financial District,"['steak', 'newamerican', 'breakfast_brunch']",40.71295223,-74.00937468,27 Barclay St,New York,10007,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50092211,FOURNOS THEOPHILOS,Manhattan,469,7 AVENUE,10018,(212) 489-6959,Greek,8/27/2019,Violations were cited in the following area(s).,N,6,A,8/27/2019,Pre-permit (Operational) / Initial Inspection,40.75190354,-73.98994094,2,5-Feb,Fournos Theophilos,N/A,4,33,"['pickup', 'delivery']",Midtown West,"['greek', 'mediterranean']",40.75194,-73.98945,469 7th Ave,New York,10018,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50032937,FOXY JOHN'S,Manhattan,143,EAST   47 STREET,10017,(646) 838-5534,American,12/12/2019,Violations were cited in the following area(s).,Y,10,A,12/12/2019,Cycle Inspection / Initial Inspection,40.75438486,-73.97317483,14,20-Nov,Foxy Johns Bar & Kitchen,$$,4,292,"['pickup', 'delivery']",Midtown West,"['bars', 'newamerican', 'venues']",40.75445,-73.97274,143 E 47th St,New York,10017,NY,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40948362,FRANCHIA,Manhattan,12,PARK AVENUE,10016,(212) 213-1001,Vegetarian,12/19/2019,Violations were cited in the following area(s).,Y,12,A,12/19/2019,Cycle Inspection / Re-inspection,40.747412,-73.9811067,34,31+,Franchia Vegan Cafe,$$,4,924,"['delivery', 'pickup']",Midtown East,"['korean', 'vegan', 'asianfusion']",40.74747121,-73.98124234,12 Park Ave,New York,10016,NY,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40624607,FRANK,Manhattan,88,2 AVENUE,10003,(212) 420-0202,Italian,1/9/2020,Violations were cited in the following area(s).,N,11,A,1/9/2020,Cycle Inspection / Re-inspection,40.72686297,-73.98890926,27,21-30,Frank,$$,3.5,689,"['delivery', 'pickup']",Gramercy,"['italian', 'bars', 'breakfast_brunch']",40.72684832,-73.9887172,88 2nd Ave,New York,10003,NY,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50077172,FRANK & TERESSA'S ANCHOR BAR THE ORIGINAL BUFFALO WING,Manhattan,327,WEST   57 STREET,10019,(212) 956-1606,American,8/30/2019,Violations were cited in the following area(s).,N,6,A,8/30/2019,Cycle Inspection / Initial Inspection,40.76711979,-73.98382311,6,10-Jun,All Stars Sports Bar & Grill,$$,4,35,"['delivery', 'pickup']",Midtown West,"['chicken_wings', 'sportsbars', 'newamerican']",40.76741,-73.98408,327 W 57th St,New York,10019,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50081145,FRANK MAC'S PUB,Manhattan,425,AMSTERDAM AVENUE,10024,(646) 850-3888,American,4/30/2019,Violations were cited in the following area(s).,N,2,A,4/30/2019,Pre-permit (Operational) / Initial Inspection,40.7840484,-73.97765134,1,1,Frank Mac’s Pub,N/A,4.5,44,"['delivery', 'pickup']",Harlem,"['pubs', 'burgers']",40.78398,-73.97749,425 Amsterdam Ave,New York,10024,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40931929,FRANKIE & JOHNNIE'S STEAKHOUSE,Manhattan,32,WEST   37 STREET,10018,(212) 947-8940,Steak,10/29/2019,Violations were cited in the following area(s).,N,13,A,10/29/2019,Cycle Inspection / Initial Inspection,40.75082972,-73.98436846,12,20-Nov,Frankie & Johnnie's Steak House,$$$,3.5,160,[],Garment District,"['steak', 'newamerican']",40.75083,-73.98491,32 W 37th St,New York,10018,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50059199,FRANKIE & JOHNNIE'S STEAKHOUSE,Manhattan,320,WEST   46 STREET,10036,(212) 997-9494,Steak,3/19/2019,Violations were cited in the following area(s).,N,10,A,3/19/2019,Cycle Inspection / Initial Inspection,40.76012948,-73.98875931,23,21-30,Frankie & Johnnie's Steakhouse,$$$,3.5,262,"['delivery', 'pickup']",Midtown West,"['steak', 'pubs', 'wine_bars']",40.759956,-73.988926,320 W 46th St,New York,10036,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41547298,FRAUNCES TAVERN,Manhattan,54,PEARL STREET,10004,(212) 968-1776,American,3/25/2019,Violations were cited in the following area(s).,N,12,Z,TBD,Cycle Inspection / Compliance Inspection,40.7034885,-74.01137537,43,31+,Fraunces Tavern,$$,3.5,875,['pickup'],Financial District,"['tradamerican', 'bars', 'breakfast_brunch']",40.70344,-74.01135,54 Pearl St,New York,10004,NY,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40592566,FRED'S,Manhattan,476,AMSTERDAM AVENUE,10024,(212) 579-3076,American,9/19/2019,Violations were cited in the following area(s).,Y,12,A,9/19/2019,Cycle Inspection / Initial Inspection,40.78559073,-73.97655304,7,10-Jun,Fred's Restaurant,$$,4,766,"['delivery', 'pickup']",Harlem,"['breakfast_brunch', 'tradamerican', 'bars']",40.7856233,-73.9767067,476 Amsterdam Ave,New York,10024,NY,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40515448,FREDDIE & PEPPER'S PIZZA,Manhattan,303,AMSTERDAM AVENUE,10023,(212) 799-2378,Pizza,2/4/2020,Violations were cited in the following area(s).,Y,9,A,2/4/2020,Cycle Inspection / Re-inspection,40.78009922,-73.98053049,22,21-30,Freddie & Pepper's,$,4,468,"['pickup', 'delivery']",Upper West Side,['pizza'],40.779999,-73.980301,303 Amsterdam Ave,New York,10023,NY,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50072151,FREEHAND NEW YORK - GEORGE WASHINGTON BAR,Manhattan,23,LEXINGTON AVENUE,10010,(212) 475-1920,American,5/10/2019,Violations were cited in the following area(s).,Y,8,A,5/10/2019,Cycle Inspection / Initial Inspection,40.73969151,-73.98459121,6,10-Jun,Smile To Go,$$,3.5,46,"['delivery', 'pickup']",Gramercy,"['coffee', 'salad', 'sandwiches']",40.74003,-73.984209,23 Lexington Ave,New York,10010,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50066420,FREEHAND NEW YORK - STUDIO BAR,Manhattan,23,LEXINGTON AVENUE,10010,(212) 475-1920,Mediterranean,10/9/2019,Violations were cited in the following area(s).,Y,10,A,10/9/2019,Cycle Inspection / Initial Inspection,40.73969151,-73.98459121,11,20-Nov,Smile To Go,$$,3.5,46,"['delivery', 'pickup']",Gramercy,"['coffee', 'salad', 'sandwiches']",40.74003,-73.984209,23 Lexington Ave,New York,10010,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50075049,FREEHAND NEW YORK/BROKEN SHAKER,Manhattan,23,LEXINGTON AVENUE,10010,(212) 475-1920,Tapas,9/10/2019,Violations were cited in the following area(s).,Y,8,A,9/10/2019,Cycle Inspection / Initial Inspection,40.73969151,-73.98459121,4,5-Feb,Smile To Go,$$,3.5,46,"['delivery', 'pickup']",Gramercy,"['coffee', 'salad', 'sandwiches']",40.74003,-73.984209,23 Lexington Ave,New York,10010,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50072080,SIMON & THE WHALE,Manhattan,23,LEXINGTON AVENUE,10010,(212) 475-1920,American,10/25/2019,Violations were cited in the following area(s).,N,7,A,10/25/2019,Cycle Inspection / Re-inspection,40.73969151,-73.98459121,7,10-Jun,Smile To Go,$$,3.5,46,"['delivery', 'pickup']",Gramercy,"['coffee', 'salad', 'sandwiches']",40.74003,-73.984209,23 Lexington Ave,New York,10010,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41046455,FREEMANS (FREEMANS ALLEY),Manhattan,191,CHRYSTIE STREET,10002,(212) 420-0012,American,7/8/2019,Violations were cited in the following area(s).,Y,7,A,7/8/2019,Cycle Inspection / Initial Inspection,40.7217909,-73.99196939,14,20-Nov,Freemans,$$,4,1000,[],Little Italy,"['breakfast_brunch', 'lounges', 'tradamerican']",40.721988,-73.992466,Freeman Alley,New York,10002,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41046455,FREEMANS (FREEMANS ALLEY),Manhattan,191,CHRYSTIE STREET,10002,(212) 420-0012,American,7/8/2019,Violations were cited in the following area(s).,Y,7,A,7/8/2019,Cycle Inspection / Initial Inspection,40.7217909,-73.99196939,14,20-Nov,Freeman's,N/A,3.5,2,[],Little Italy,"['french', 'salad', 'cocktailbars']",40.72201,-73.99246,Freeman Alley,New York,10002,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50007046,FRENCH DINER,Manhattan,188,ORCHARD STREET,10002,(212) 777-1577,French,3/26/2019,Violations were cited in the following area(s).,Y,7,A,3/26/2019,Cycle Inspection / Initial Inspection,40.7220623,-73.98818853,9,10-Jun,Le French Diner,$$,4.5,119,[],Greenwich Village,['french'],40.72182746,-73.987969,188 Orchard St,New York,10002,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40401093,FRENCH ROAST,Manhattan,2340,BROADWAY,10024,(212) 799-1533,French,2/5/2020,Violations were cited in the following area(s).,Y,12,A,2/5/2020,Cycle Inspection / Initial Inspection,40.78767958,-73.97702176,24,21-30,French Roast,$$,3,560,"['delivery', 'pickup']",Upper West Side,"['french', 'breakfast_brunch', 'bars']",40.7877322,-73.9767123,2340 Broadway,New York,10024,NY,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40398989,FRESCO,Manhattan,34,EAST   52 STREET,10022,(212) 935-3434,Italian,2/19/2020,Violations were cited in the following area(s).,N,13,A,2/19/2020,Cycle Inspection / Initial Inspection,40.75894691,-73.97432447,15,20-Nov,Fresco By Scotto,$$$,3.5,384,"['pickup', 'delivery']",Midtown East,['italian'],40.75882,-73.974513,34 E  52nd St,New York,10022,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41662634,FRESCO GELATERIA,Manhattan,138,2 AVENUE,10003,(212) 677-6320,"Ice Cream, Gelato, Yogurt, Ices",3/11/2020,Violations were cited in the following area(s).,Y,9,A,3/11/2020,Cycle Inspection / Re-inspection,40.72888023,-73.98745128,23,21-30,Fresco Gelateria,$,4.5,469,"['delivery', 'pickup']",Gramercy,"['gelato', 'icecream', 'breakfast_brunch']",40.72881821,-73.98725189,138 2nd Ave,New York,10003,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50064190,FRESH & CO,Manhattan,261,CANAL STREET,10013,(212) 867-0053,American,7/18/2019,Violations were cited in the following area(s).,Y,10,A,7/18/2019,Cycle Inspection / Initial Inspection,40.71871429,-74.00092351,13,20-Nov,fresh&co,N/A,1,4,"['delivery', 'pickup']",Little Italy,"['salad', 'soup', 'sandwiches']",40.71893,-74.00095,261 Canal St,New York,10013,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50071103,FRESH & CO,Manhattan,444,10 AVENUE,10001,(212) 867-2334,Sandwiches/Salads/Mixed Buffet,11/8/2019,Violations were cited in the following area(s).,Y,7,A,11/8/2019,Cycle Inspection / Initial Inspection,40.75505496,-73.99878722,12,20-Nov,fresh&co,N/A,3.5,31,"['delivery', 'pickup']",Garment District,"['salad', 'sandwiches', 'juicebars']",40.75511741,-73.99862096,444 10th Ave,New York,10001,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50044976,FRESH FROM HELL,Manhattan,326,WEST   47 STREET,10036,(212) 956-4355,"Juice, Smoothies, Fruit Salads",4/19/2019,Violations were cited in the following area(s).,Y,6,A,4/19/2019,Cycle Inspection / Initial Inspection,40.76079368,-73.98843071,11,20-Nov,Fresh From Hell,$$,4.5,262,"['pickup', 'delivery']",Garment District,"['salad', 'sandwiches', 'juicebars']",40.7608265,-73.9889803,326 W 47th St,New York,10036,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50093864,FRESH GINGER,Manhattan,311,EAST   45 STREET,10017,(212) 408-1782,Asian,1/24/2020,Violations were cited in the following area(s).,Y,13,A,1/24/2020,Pre-permit (Operational) / Re-inspection,40.75153508,-73.97028496,5,5-Feb,Fresh Ginger,$$,4.5,17,"['delivery', 'pickup']",Midtown East,"['ramen', 'sushi', 'poke']",40.75159117,-73.970003,311 East 45th St,New York,10017,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
41046488,FRESH SALT,Manhattan,146,BEEKMAN STREET,10038,(212) 962-0053,American,5/10/2019,Violations were cited in the following area(s).,Y,13,A,5/10/2019,Cycle Inspection / Initial Inspection,40.70701881,-74.00257528,18,20-Nov,Fresh Salt,$$,4,394,"['delivery', 'pickup']",Chinatown,"['bars', 'newamerican']",40.70707,-74.00244,146 Beekman St,New York,10038,NY,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50093244,FRI-ITZ,Manhattan,1694,PARK AVENUE,10035,(646) 590-2772,Spanish,10/17/2019,Violations were cited in the following area(s).,N,12,A,10/17/2019,Pre-permit (Operational) / Re-inspection,40.80109177,-73.94192695,10,10-Jun,Fri-Itz,N/A,5,2,"['pickup', 'delivery']",East Harlem,"['puertorican', 'southern']",40.80123,-73.94214,1694 Park Ave,New York,10035,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001520,FRIEDMAN'S,Manhattan,132,WEST   31 STREET,10001,(212) 971-9400,American,12/6/2019,Violations were cited in the following area(s).,N,10,A,12/6/2019,Cycle Inspection / Re-inspection,40.74833813,-73.99024464,18,20-Nov,Friedman's,$$,4,1000,"['delivery', 'pickup']",Midtown West,"['newamerican', 'gluten_free', 'breakfast_brunch']",40.748297,-73.990649,132 W 31st St,New York,10001,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50018800,FRIEDMAN'S,Manhattan,450,10 AVENUE,10018,(212) 268-1100,American,1/31/2020,Violations were cited in the following area(s).,N,8,A,1/31/2020,Cycle Inspection / Initial Inspection,40.75533218,-73.99858509,23,21-30,Friedman's,$$,4,580,"['delivery', 'pickup']",Midtown West,"['breakfast_brunch', 'gluten_free', 'newamerican']",40.755311,-73.998389,450 10th Ave,New York,10018,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50036696,FRIEDMAN'S,Manhattan,1187,AMSTERDAM AVENUE,10027,(212) 932-0600,American,3/12/2020,Violations were cited in the following area(s).,Y,24,Z,TBD,Cycle Inspection / Initial Inspection,40.80835382,-73.95992094,15,20-Nov,Friedman's,$$,3.5,316,"['delivery', 'pickup']",East Harlem,"['tradamerican', 'breakfast_brunch']",40.808271,-73.95981,1187 Amsterdam Ave,New York,10027,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50084829,FRIEDMAN'S,Manhattan,130,WEST   72 STREET,10023,(646) 864-2289,American,3/9/2020,Violations were cited in the following area(s).,Y,27,B,3/9/2020,Cycle Inspection / Re-inspection,40.77793079,-73.98006535,9,10-Jun,Friedman's,$$,4,133,"['delivery', 'pickup']",Upper West Side,"['breakfast_brunch', 'newamerican', 'burgers']",40.77775,-73.98003,130 W 72nd St,New York,10023,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41308270,FRIEDMAN'S LUNCH,Manhattan,75,9 AVENUE,10011,(212) 929-7100,American,10/15/2019,Violations were cited in the following area(s).,Y,7,A,10/15/2019,Cycle Inspection / Re-inspection,40.74186904,-74.00471301,33,31+,Friedman's Lunch,$$,3.5,591,"['pickup', 'delivery']",Chelsea,"['breakfast_brunch', 'gluten_free', 'newamerican']",40.74263182,-74.00622845,75 9th Ave,New York,10011,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50071839,FRIEDMANS,Manhattan,228,WEST   47 STREET,10036,(646) 876-1232,American,3/16/2020,Violations were cited in the following area(s).,Y,9,A,3/16/2020,Cycle Inspection / Initial Inspection,40.75972019,-73.98588605,7,10-Jun,Friedmans,$$,4,569,"['pickup', 'delivery']",Midtown West,"['breakfast_brunch', 'tradamerican']",40.75950537,-73.98543793,228 W 47th St,New York,10036,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40384340,FRIEND OF A FARMER,Manhattan,77,IRVING PLACE,10003,(212) 477-2188,American,2/13/2020,Violations were cited in the following area(s).,Y,19,Z,TBD,Cycle Inspection / Initial Inspection,40.73690034,-73.98664868,55,31+,Friend of A Farmer,$$,3.5,1000,"['delivery', 'pickup']",Gramercy,"['breakfast_brunch', 'tradamerican', 'comfortfood']",40.73695,-73.98677,77 Irving Pl,New York,10003,NY,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50050384,FRIJOLITO'S RESTAURANT,Manhattan,3446,BROADWAY,10031,(646) 682-9033,Mexican,11/21/2019,Violations were cited in the following area(s).,Y,5,A,11/21/2019,Cycle Inspection / Initial Inspection,40.82351024,-73.95256257,4,5-Feb,Frijolito's,$,4.5,142,"['delivery', 'pickup']",East Harlem,['mexican'],40.82346529,-73.95241722,3446 Broadway,New York,10031,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
